Store_Name,Categories,Location,Zip_Code,Price,Rating,Review_Count,geometry,State,County,City,Name,RegionID,price_int,chain,strictly_coffee,coffee_is_cat,breakfast_and_brunch,bakeries,diner,deli,ice_cream_and_froyo,juice_and_smoothie,primary_category
Ballast Coffee,['Coffee & Tea'],"(37.73741, -122.46925)",94127.0,$,4.5,62,POINT (-122.46925 37.73741),CA,San Francisco,San Francisco,West Portal,417506,1,False,True,True,False,False,False,False,False,False,strictly_coffee
Toast Eatery,"['Coffee & Tea', 'Breakfast & Brunch', 'Sandwiches']","(37.73923, -122.46787)",94127.0,$$,3.5,204,POINT (-122.46787 37.73923),CA,San Francisco,San Francisco,West Portal,417506,2,False,False,True,True,False,False,False,False,False,breakfast_and_brunch
Starbucks,['Coffee & Tea'],"(37.73968, -122.46747)",94127.0,$,3.5,147,POINT (-122.46747 37.73968),CA,San Francisco,San Francisco,West Portal,417506,1,True,True,True,False,False,False,False,False,False,chain
Peet's Coffee,['Coffee & Tea'],"(37.7403, -122.46664)",94127.0,$,3.5,150,POINT (-122.46664 37.7403),CA,San Francisco,San Francisco,West Portal,417506,1,True,True,True,False,False,False,False,False,False,chain
Antigua Coffee Shop,"['Coffee & Tea', 'Juice Bars & Smoothies', 'Sandwiches']","(37.7427788, -122.478508)",94116.0,$,4.5,172,POINT (-122.478508 37.7427788),CA,San Francisco,San Francisco,Parkside,268396,1,False,False,True,False,False,False,False,False,True,juice_and_smoothie
El Cafe,"['Cafes', 'Coffee & Tea']","(37.74295, -122.48127)",94116.0,$,5.0,23,POINT (-122.48127 37.74295),CA,San Francisco,San Francisco,Parkside,268396,1,False,True,True,False,False,False,False,False,False,strictly_coffee
Super Cue Cafe,"['Coffee & Tea', 'Desserts', 'Bubble Tea']","(37.74276, -122.47856)",94116.0,$,4.0,597,POINT (-122.47856 37.74276),CA,San Francisco,San Francisco,Parkside,268396,1,False,False,True,False,False,False,False,False,False,other
Quickly,"['Asian Fusion', 'Coffee & Tea', 'Bubble Tea']","(37.7432057, -122.4776946)",94116.0,$,2.5,181,POINT (-122.4776946 37.7432057),CA,San Francisco,San Francisco,Parkside,268396,1,False,False,True,False,False,False,False,False,False,other
Rolling Out,"['Bakeries', 'Cafes', 'Coffee & Tea']","(37.7429, -122.48468)",94116.0,$,4.5,346,POINT (-122.48468 37.7429),CA,San Francisco,San Francisco,Parkside,268396,1,False,False,True,False,True,False,False,False,False,bakeries
Foam Tea House,"['Bubble Tea', 'Coffee & Tea']","(37.7424899, -122.48508)",94116.0,$,4.5,51,POINT (-122.48508 37.7424899),CA,San Francisco,San Francisco,Parkside,268396,1,False,False,True,False,False,False,False,False,False,other
7-Eleven,"['Convenience Stores', 'Coffee & Tea']","(37.7426018937273, -122.490095347166)",94116.0,$,3.0,62,POINT (-122.490095347166 37.7426018937273),CA,San Francisco,San Francisco,Parkside,268396,1,True,False,True,False,False,False,False,False,False,chain
Philz Coffee,['Coffee & Tea'],"(37.751149640212, -122.43838046048)",94114.0,$,4.5,301,POINT (-122.43838046048 37.751149640212),CA,San Francisco,San Francisco,Noe Valley,268338,1,True,True,True,False,False,False,False,False,False,chain
Martha & Bros Coffee Company,"['Coffee & Tea', 'Sandwiches', 'Coffee Roasteries']","(37.745998, -122.426645)",94131.0,$,4.0,199,POINT (-122.426645 37.745998),CA,San Francisco,San Francisco,Noe Valley,268338,1,False,False,True,False,False,False,False,False,False,other
Cafe XO,"['Coffee & Tea', 'Sandwiches']","(37.74235, -122.42634)",94131.0,$,3.5,223,POINT (-122.42634 37.74235),CA,San Francisco,San Francisco,Noe Valley,268338,1,False,False,True,False,False,False,False,False,False,other
Bernie's,['Coffee & Tea'],"(37.751604302734, -122.43115716868)",94114.0,$,4.5,309,POINT (-122.43115716868 37.751604302734),CA,San Francisco,San Francisco,Noe Valley,268338,1,False,True,True,False,False,False,False,False,False,strictly_coffee
Spin City Launderette & Coffee Bar,"['Coffee & Tea', 'Laundromat']","(37.7485, -122.42907)",94114.0,$,4.0,122,POINT (-122.42907 37.7485),CA,San Francisco,San Francisco,Noe Valley,268338,1,False,False,True,False,False,False,False,False,False,other
Martha & Brothers Coffee,['Coffee & Tea'],"(37.7518, -122.42896)",94114.0,$,4.0,186,POINT (-122.42896 37.7518),CA,San Francisco,San Francisco,Noe Valley,268338,1,False,True,True,False,False,False,False,False,False,strictly_coffee
"La Boulangerie de San Francisco, Noe","['Coffee & Tea', 'Bakeries', 'Breakfast & Brunch']","(37.75181, -122.42938)",94114.0,$$,3.0,49,POINT (-122.42938 37.75181),CA,San Francisco,San Francisco,Noe Valley,268338,2,False,False,True,True,True,False,False,False,False,bakeries
Happy Donuts,"['Donuts', 'Coffee & Tea']","(37.751624, -122.427602)",94114.0,$,4.0,226,POINT (-122.427602 37.751624),CA,San Francisco,San Francisco,Noe Valley,268338,1,False,False,True,False,False,False,False,False,False,other
Starbucks,['Coffee & Tea'],"(37.75124, -122.43162)",94114.0,$,3.5,112,POINT (-122.43162 37.75124),CA,San Francisco,San Francisco,Noe Valley,268338,1,True,True,True,False,False,False,False,False,False,chain
Starbucks,['Coffee & Tea'],"(37.74455, -122.45256)",94127.0,$,4.0,116,POINT (-122.45256 37.74455),CA,San Francisco,San Francisco,Miraloma Park,268303,1,True,True,True,False,False,False,False,False,False,chain
Creighton's Bakery & Cafe,"['Coffee & Tea', 'Sandwiches', 'Breakfast & Brunch']","(37.74366, -122.43993)",94131.0,$,3.5,67,POINT (-122.43993 37.74366),CA,San Francisco,San Francisco,Diamond Heights,268110,1,False,False,True,True,False,False,False,False,False,breakfast_and_brunch
Starbucks,['Coffee & Tea'],"(37.7437207941554, -122.438756151174)",94131.0,$$,3.0,18,POINT (-122.438756151174 37.7437207941554),CA,San Francisco,San Francisco,Diamond Heights,268110,2,True,True,True,False,False,False,False,False,False,chain
Hole In The Wall Coffee,['Coffee & Tea'],"(37.800704, -122.4081685)",94133.0,$,4.5,126,POINT (-122.4081685 37.800704),CA,San Francisco,San Francisco,Telegraph Hill,268517,1,False,True,True,False,False,False,False,False,False,strictly_coffee
Caffe Greco,"['Coffee & Tea', 'Desserts', 'Sandwiches']","(37.798918, -122.4084483)",94133.0,$,4.0,941,POINT (-122.4084483 37.798918),CA,San Francisco,San Francisco,Telegraph Hill,268517,1,False,False,True,False,False,False,False,False,False,other
Stella Pastry & Cafe,"['Bakeries', 'Coffee & Tea']","(37.79918, -122.40828)",94133.0,$,4.0,1200,POINT (-122.40828 37.79918),CA,San Francisco,San Francisco,Telegraph Hill,268517,1,False,False,True,False,True,False,False,False,False,bakeries
Tan's Cafe III,"['Coffee & Tea', 'Chinese', 'Delis']","(37.8053172, -122.4077918)",94133.0,$,3.0,20,POINT (-122.4077918 37.8053172),CA,San Francisco,San Francisco,Telegraph Hill,268517,1,False,False,True,False,False,False,False,False,False,other
Réveille Coffee Co.,['Coffee & Tea'],"(37.7972059782064, -122.405463418284)",94133.0,$$,4.0,350,POINT (-122.405463418284 37.7972059782064),CA,San Francisco,San Francisco,Financial District,268156,2,False,True,True,False,False,False,False,False,False,strictly_coffee
Chapel Hill Coffee,['Coffee & Tea'],"(37.794135537286, -122.404256947339)",94111.0,$$,4.5,53,POINT (-122.404256947339 37.794135537286),CA,San Francisco,San Francisco,Financial District,268156,2,False,True,True,False,False,False,False,False,False,strictly_coffee
The Station SF,"['Coffee & Tea', 'Cafes', 'Breakfast & Brunch']","(37.7972298, -122.4051514)",94133.0,$$,4.0,288,POINT (-122.4051514 37.7972298),CA,San Francisco,San Francisco,Financial District,268156,2,False,False,True,True,False,False,False,False,False,breakfast_and_brunch
Brioche Bakery & Cafe,"['Bakeries', 'Coffee & Tea', 'French']","(37.797333, -122.405701)",94133.0,$$,4.0,458,POINT (-122.405701 37.797333),CA,San Francisco,San Francisco,Financial District,268156,2,False,False,True,False,True,False,False,False,False,bakeries
Latte Express,"['Coffee & Tea', 'Vietnamese', 'Sandwiches']","(37.79423, -122.40454)",94108.0,$,4.0,253,POINT (-122.40454 37.79423),CA,San Francisco,San Francisco,Financial District,268156,1,True,False,True,False,False,False,False,False,False,chain
Happy Donut,"['Donuts', 'Coffee & Tea', 'Sandwiches']","(37.7966589, -122.4051055)",94133.0,$,4.0,147,POINT (-122.4051055 37.7966589),CA,San Francisco,San Francisco,Financial District,268156,1,False,False,True,False,False,False,False,False,False,other
Blue Bottle Coffee,['Coffee & Tea'],"(37.7960448083673, -122.393810043172)",94111.0,$,4.0,1462,POINT (-122.393810043172 37.7960448083673),CA,San Francisco,San Francisco,Financial District,268156,1,True,True,True,False,False,False,False,False,False,chain
Paramo Coffee Company,"['Coffee & Tea', 'Cafes']","(37.7946683906423, -122.395721196916)",94111.0,$,4.5,122,POINT (-122.395721196916 37.7946683906423),CA,San Francisco,San Francisco,Financial District,268156,1,False,True,True,False,False,False,False,False,False,strictly_coffee
Blue Bottle Coffee,['Coffee & Tea'],"(37.7913156019325, -122.401013486507)",94104.0,$$,4.0,307,POINT (-122.401013486507 37.7913156019325),CA,San Francisco,San Francisco,Financial District,268156,2,True,True,True,False,False,False,False,False,False,chain
Chapter 2 Coffee,"['Coffee & Tea', 'Cafes']","(37.79411, -122.40169)",94111.0,$,4.5,44,POINT (-122.40169 37.79411),CA,San Francisco,San Francisco,Financial District,268156,1,False,True,True,False,False,False,False,False,False,strictly_coffee
Philz Coffee,"['Coffee & Tea', 'Bakeries', 'Breakfast & Brunch']","(37.7943859062427, -122.39535972476)",94111.0,$,4.5,295,POINT (-122.39535972476 37.7943859062427),CA,San Francisco,San Francisco,Financial District,268156,1,True,False,True,True,True,False,False,False,False,chain
Bluestone Lane,"['Coffee & Tea', 'Breakfast & Brunch', 'Gluten-Free']","(37.79375, -122.39906)",94111.0,$$,4.0,182,POINT (-122.39906 37.79375),CA,San Francisco,San Francisco,Financial District,268156,2,False,False,True,True,False,False,False,False,False,breakfast_and_brunch
Jackson Place Cafe,"['Coffee & Tea', 'Italian', 'Breakfast & Brunch']","(37.7970754, -122.4009192)",94111.0,$,4.5,196,POINT (-122.4009192 37.7970754),CA,San Francisco,San Francisco,Financial District,268156,1,False,False,True,True,False,False,False,False,False,breakfast_and_brunch
Philz Coffee,['Coffee & Tea'],"(37.7918127617658, -122.398988083005)",94111.0,$,4.0,331,POINT (-122.398988083005 37.7918127617658),CA,San Francisco,San Francisco,Financial District,268156,1,True,True,True,False,False,False,False,False,False,chain
Réveille Coffee Co. Truck,"['Coffee & Tea', 'Food Trucks']","(37.797361, -122.401649)",94111.0,$$,4.0,71,POINT (-122.401649 37.797361),CA,San Francisco,San Francisco,Financial District,268156,2,False,False,True,False,False,False,False,False,False,other
Coffee Cultures,['Coffee & Tea'],"(37.7911140898195, -122.401363287703)",94104.0,$$,4.0,184,POINT (-122.401363287703 37.7911140898195),CA,San Francisco,San Francisco,Financial District,268156,2,False,True,True,False,False,False,False,False,False,strictly_coffee
Coffee Bar,['Coffee & Tea'],"(37.7903925, -122.4021594)",94104.0,$$,4.0,289,POINT (-122.4021594 37.7903925),CA,San Francisco,San Francisco,Financial District,268156,2,False,True,True,False,False,False,False,False,False,strictly_coffee
Sightglass Coffee Stand,['Coffee & Tea'],"(37.7946507, -122.3998262)",94111.0,$$,4.0,28,POINT (-122.3998262 37.7946507),CA,San Francisco,San Francisco,Financial District,268156,2,False,True,True,False,False,False,False,False,False,strictly_coffee
Workshop Cafe FiDi,"['Venues & Event Spaces', 'Coffee & Tea']","(37.79074, -122.40197)",94104.0,$$,4.0,509,POINT (-122.40197 37.79074),CA,San Francisco,San Francisco,Financial District,268156,2,False,False,True,False,False,False,False,False,False,other
illy Caffè,['Coffee & Tea'],"(37.792881571511, -122.40012060277)",94111.0,$,4.0,150,POINT (-122.40012060277 37.792881571511),CA,San Francisco,San Francisco,Financial District,268156,1,True,True,True,False,False,False,False,False,False,chain
Starbucks,['Coffee & Tea'],"(37.79772, -122.40115)",94111.0,$$,4.0,32,POINT (-122.40115 37.79772),CA,San Francisco,San Francisco,Financial District,268156,2,True,True,True,False,False,False,False,False,False,chain
The Daily Habit,['Coffee & Tea'],"(37.7958814787935, -122.398853302002)",94111.0,$,4.5,30,POINT (-122.398853302002 37.7958814787935),CA,San Francisco,San Francisco,Financial District,268156,1,False,True,True,False,False,False,False,False,False,strictly_coffee
Cafe X,['Coffee & Tea'],"(37.78962, -122.40144)",94104.0,$,4.0,56,POINT (-122.40144 37.78962),CA,San Francisco,San Francisco,Financial District,268156,1,False,True,True,False,False,False,False,False,False,strictly_coffee
Cafe Me,"['Coffee & Tea', 'Sandwiches', 'Breakfast & Brunch']","(37.7958367325659, -122.40185511318)",94111.0,$,4.5,282,POINT (-122.40185511318 37.7958367325659),CA,San Francisco,San Francisco,Financial District,268156,1,False,False,True,True,False,False,False,False,False,breakfast_and_brunch
Cafe Madeleine,"['Coffee & Tea', 'Bakeries', 'Sandwiches']","(37.79344, -122.40034)",94104.0,$$,4.0,463,POINT (-122.40034 37.79344),CA,San Francisco,San Francisco,Financial District,268156,2,False,False,True,False,True,False,False,False,False,bakeries
illy Caffè,"['Cafes', 'Coffee & Tea']","(37.79131, -122.40199)",94104.0,$,4.0,109,POINT (-122.40199 37.79131),CA,San Francisco,San Francisco,Financial District,268156,1,True,True,True,False,False,False,False,False,False,chain
Vive La Tarte,"['Bakeries', 'Coffee & Tea', 'Sandwiches']","(37.7960349047495, -122.394184450631)",94105.0,$$,4.0,60,POINT (-122.394184450631 37.7960349047495),CA,San Francisco,San Francisco,Financial District,268156,2,False,False,True,False,True,False,False,False,False,bakeries
illy Caffè,"['Coffee & Tea', 'Italian', 'Cafes']","(37.7952331802911, -122.401747740805)",94111.0,$$,3.5,24,POINT (-122.401747740805 37.7952331802911),CA,San Francisco,San Francisco,Financial District,268156,2,True,False,True,False,False,False,False,False,False,chain
illy Caffè,"['Coffee & Tea', 'Italian', 'Cafes']","(37.7949346358099, -122.399873724921)",94111.0,$,4.0,9,POINT (-122.399873724921 37.7949346358099),CA,San Francisco,San Francisco,Financial District,268156,1,True,False,True,False,False,False,False,False,False,chain
Caffe Ambrosia,"['Ice Cream & Frozen Yogurt', 'Coffee & Tea', 'Juice Bars & Smoothies']","(37.7902092, -122.4025142)",94104.0,$,4.5,300,POINT (-122.4025142 37.7902092),CA,San Francisco,San Francisco,Financial District,268156,1,False,False,True,False,False,False,False,True,True,ice_cream_and_froyo
Peet's Coffee,['Coffee & Tea'],"(37.79464, -122.40114)",94111.0,$,4.0,79,POINT (-122.40114 37.79464),CA,San Francisco,San Francisco,Financial District,268156,1,True,True,True,False,False,False,False,False,False,chain
Cafe Terminus,"['Cocktail Bars', 'Coffee & Tea']","(37.7938194, -122.3967133)",94109.0,$$,4.0,149,POINT (-122.3967133 37.7938194),CA,San Francisco,San Francisco,Financial District,268156,2,False,False,True,False,False,False,False,False,False,other
Starbucks,['Coffee & Tea'],"(37.7945594787598, -122.40266418457)",94111.0,$,3.5,71,POINT (-122.40266418457 37.7945594787598),CA,San Francisco,San Francisco,Financial District,268156,1,True,True,True,False,False,False,False,False,False,chain
Peet's Coffee,['Coffee & Tea'],"(37.7946869314868, -122.398850892018)",94111.0,$,4.0,88,POINT (-122.398850892018 37.7946869314868),CA,San Francisco,San Francisco,Financial District,268156,1,True,True,True,False,False,False,False,False,False,chain
Peet's Coffee,['Coffee & Tea'],"(37.793338, -122.398213)",94111.0,$,4.0,65,POINT (-122.398213 37.793338),CA,San Francisco,San Francisco,Financial District,268156,1,True,True,True,False,False,False,False,False,False,chain
Starbucks,['Coffee & Tea'],"(37.79226, -122.40348)",94104.0,$,4.0,41,POINT (-122.40348 37.79226),CA,San Francisco,San Francisco,Financial District,268156,1,True,True,True,False,False,False,False,False,False,chain
Starbucks,['Coffee & Tea'],"(37.79411, -122.39688)",94111.0,$,3.0,124,POINT (-122.39688 37.79411),CA,San Francisco,San Francisco,Financial District,268156,1,True,True,True,False,False,False,False,False,False,chain
Starbucks,['Coffee & Tea'],"(37.797005, -122.398132)",94111.0,$$,3.0,53,POINT (-122.398132 37.797005),CA,San Francisco,San Francisco,Financial District,268156,2,True,True,True,False,False,False,False,False,False,chain
Starbucks,['Coffee & Tea'],"(37.793699, -122.401732)",94111.0,$,4.0,44,POINT (-122.401732 37.793699),CA,San Francisco,San Francisco,Financial District,268156,1,True,True,True,False,False,False,False,False,False,chain
Cafe X,['Coffee & Tea'],"(37.7910764746427, -122.400610663893)",94104.0,$$,4.5,11,POINT (-122.400610663893 37.7910764746427),CA,San Francisco,San Francisco,Financial District,268156,2,False,True,True,False,False,False,False,False,False,strictly_coffee
T-We Tea,"['Tea Rooms', 'Coffee & Tea']","(37.7894552989442, -122.402977119049)",94104.0,$$,5.0,91,POINT (-122.402977119049 37.7894552989442),CA,San Francisco,San Francisco,Financial District,268156,2,False,False,True,False,False,False,False,False,False,other
Starbucks,['Coffee & Tea'],"(37.7952156066895, -122.400703430176)",94111.0,$$,3.5,71,POINT (-122.400703430176 37.7952156066895),CA,San Francisco,San Francisco,Financial District,268156,2,True,True,True,False,False,False,False,False,False,chain
Starbucks,['Coffee & Tea'],"(37.7931193, -122.3997617)",94111.0,$,3.5,52,POINT (-122.3997617 37.7931193),CA,San Francisco,San Francisco,Financial District,268156,1,True,True,True,False,False,False,False,False,False,chain
Starbucks,['Coffee & Tea'],"(37.796664, -122.394849)",94105.0,$,3.5,97,POINT (-122.394849 37.796664),CA,San Francisco,San Francisco,Financial District,268156,1,True,True,True,False,False,False,False,False,False,chain
Peet's Coffee & Tea,['Coffee & Tea'],"(37.793389, -122.397183)",94111.0,$,3.5,31,POINT (-122.397183 37.793389),CA,San Francisco,San Francisco,Financial District,268156,1,False,True,True,False,False,False,False,False,False,strictly_coffee
Cafe Venue,"['Sandwiches', 'Coffee & Tea', 'Juice Bars & Smoothies']","(37.7911388128996, -122.4022744596)",94104.0,$,4.0,450,POINT (-122.4022744596 37.7911388128996),CA,San Francisco,San Francisco,Financial District,268156,1,False,False,True,False,False,False,False,False,True,juice_and_smoothie
Espresso Subito,"['Food Trucks', 'Coffee & Tea', 'Caterers']","(37.7933741, -122.3988064)",94111.0,$,4.0,18,POINT (-122.3988064 37.7933741),CA,San Francisco,San Francisco,Financial District,268156,1,False,False,True,False,False,False,False,False,False,other
Moolicious,"['Creperies', 'Coffee & Tea']","(37.79048, -122.401247)",94104.0,$,4.0,54,POINT (-122.401247 37.79048),CA,San Francisco,San Francisco,Financial District,268156,1,False,False,True,False,False,False,False,False,False,other
JOE & THE JUICE,"['Coffee & Tea', 'Juice Bars & Smoothies', 'Cafes']","(37.7913674, -122.4028796)",94104.0,$$,3.5,142,POINT (-122.4028796 37.7913674),CA,San Francisco,San Francisco,Financial District,268156,2,False,False,True,False,False,False,False,False,True,juice_and_smoothie
Les Croissants,"['Coffee & Tea', 'Vietnamese', 'Sandwiches']","(37.7936938210801, -122.396477759143)",94111.0,$,3.5,287,POINT (-122.396477759143 37.7936938210801),CA,San Francisco,San Francisco,Financial District,268156,1,False,False,True,False,False,False,False,False,False,other
Starbucks,['Coffee & Tea'],"(37.78971, -122.40197)",94104.0,$,3.5,96,POINT (-122.40197 37.78971),CA,San Francisco,San Francisco,Financial District,268156,1,True,True,True,False,False,False,False,False,False,chain
Peet's Coffee,['Coffee & Tea'],"(37.7908231688563, -122.402488701046)",94104.0,$,4.0,9,POINT (-122.402488701046 37.7908231688563),CA,San Francisco,San Francisco,Financial District,268156,1,True,True,True,False,False,False,False,False,False,chain
Starbucks,['Coffee & Tea'],"(37.7929796, -122.4041153)",94104.0,$$,2.0,15,POINT (-122.4041153 37.7929796),CA,San Francisco,San Francisco,Financial District,268156,2,True,True,True,False,False,False,False,False,False,chain
Starbucks,['Coffee & Tea'],"(37.79066, -122.40376)",94108.0,$,3.0,82,POINT (-122.40376 37.79066),CA,San Francisco,San Francisco,Financial District,268156,1,True,True,True,False,False,False,False,False,False,chain
Seismic Coffee,['Coffee & Tea'],"(37.7889731, -122.4019531)",94105.0,$,2.5,16,POINT (-122.4019531 37.7889731),CA,San Francisco,San Francisco,Financial District,268156,1,False,True,True,False,False,False,False,False,False,strictly_coffee
Morning Brew Cafe,"['Coffee & Tea', 'Bubble Tea', 'Vietnamese']","(37.79405, -122.40163)",94111.0,$,3.0,176,POINT (-122.40163 37.79405),CA,San Francisco,San Francisco,Financial District,268156,1,False,False,True,False,False,False,False,False,False,other
Gracie's Cafe Society,['Coffee & Tea'],"(37.7920052, -122.4005871)",94104.0,$,4.0,7,POINT (-122.4005871 37.7920052),CA,San Francisco,San Francisco,Financial District,268156,1,False,True,True,False,False,False,False,False,False,strictly_coffee
Starbucks,['Coffee & Tea'],"(37.7901830395829, -122.402077652514)",94104.0,$,3.0,27,POINT (-122.402077652514 37.7901830395829),CA,San Francisco,San Francisco,Financial District,268156,1,True,True,True,False,False,False,False,False,False,chain
Peet's Coffee,['Coffee & Tea'],"(37.791576385498, -122.399360656738)",94111.0,$,4.0,87,POINT (-122.399360656738 37.791576385498),CA,San Francisco,San Francisco,Financial District,268156,1,True,True,True,False,False,False,False,False,False,chain
Seismic Coffee,['Coffee & Tea'],"(37.7929062158629, -122.397191014492)",94105.0,$,2.5,8,POINT (-122.397191014492 37.7929062158629),CA,San Francisco,San Francisco,Financial District,268156,1,False,True,True,False,False,False,False,False,False,strictly_coffee
Starbucks,['Coffee & Tea'],"(37.7918933, -122.3983026)",94111.0,$,3.5,42,POINT (-122.3983026 37.7918933),CA,San Francisco,San Francisco,Financial District,268156,1,True,True,True,False,False,False,False,False,False,chain
illy,['Coffee & Tea'],"(37.7947168158689, -122.399839013815)",94111.0,$$,4.0,6,POINT (-122.399839013815 37.7947168158689),CA,San Francisco,San Francisco,Financial District,268156,2,False,True,True,False,False,False,False,False,False,strictly_coffee
Starbucks,['Coffee & Tea'],"(37.7936010807753, -122.397161498666)",94111.0,$,3.5,54,POINT (-122.397161498666 37.7936010807753),CA,San Francisco,San Francisco,Financial District,268156,1,True,True,True,False,False,False,False,False,False,chain
Starbucks,['Coffee & Tea'],"(37.7884782974082, -122.403377518058)",94108.0,$$,3.0,8,POINT (-122.403377518058 37.7884782974082),CA,San Francisco,San Francisco,Financial District,268156,2,True,True,True,False,False,False,False,False,False,chain
McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']","(37.79389, -122.399109)",94111.0,$,3.5,92,POINT (-122.399109 37.79389),CA,San Francisco,San Francisco,Financial District,268156,1,True,False,True,False,False,False,False,False,False,chain
Miss Tomato Sandwich Shop,"['Sandwiches', 'Breakfast & Brunch', 'Coffee & Tea']","(37.79221, -122.39816)",94111.0,$,4.0,247,POINT (-122.39816 37.79221),CA,San Francisco,San Francisco,Financial District,268156,1,False,False,True,True,False,False,False,False,False,breakfast_and_brunch
Happy Donuts,"['Donuts', 'Vietnamese', 'Coffee & Tea']","(37.791478, -122.399946)",94111.0,$,3.5,198,POINT (-122.399946 37.791478),CA,San Francisco,San Francisco,Financial District,268156,1,False,False,True,False,False,False,False,False,False,other
The Posh Bagel,"['Bagels', 'Coffee & Tea', 'Breakfast & Brunch']","(37.7952880222727, -122.39599943161)",94111.0,$,3.5,166,POINT (-122.39599943161 37.7952880222727),CA,San Francisco,San Francisco,Financial District,268156,1,False,False,True,True,False,False,False,False,False,breakfast_and_brunch
Starbucks,['Coffee & Tea'],"(37.7907676696777, -122.401634216309)",94104.0,$$,2.0,8,POINT (-122.401634216309 37.7907676696777),CA,San Francisco,San Francisco,Financial District,268156,2,True,True,True,False,False,False,False,False,False,chain
7-Eleven,"['Convenience Stores', 'Coffee & Tea']","(37.7920811550947, -122.399423979845)",94111.0,$,3.0,10,POINT (-122.399423979845 37.7920811550947),CA,San Francisco,San Francisco,Financial District,268156,1,True,False,True,False,False,False,False,False,False,chain
7-Eleven,"['Convenience Stores', 'Coffee & Tea']","(37.7897448, -122.401215)",94104.0,$,3.5,43,POINT (-122.401215 37.7897448),CA,San Francisco,San Francisco,Financial District,268156,1,True,False,True,False,False,False,False,False,False,chain
Starbucks,['Coffee & Tea'],"(37.7896235, -122.4011671)",94105.0,$,3.0,28,POINT (-122.4011671 37.7896235),CA,San Francisco,San Francisco,Financial District,268156,1,True,True,True,False,False,False,False,False,False,chain
7-Eleven,"['Convenience Stores', 'Coffee & Tea']","(37.7940455, -122.3966469)",94111.0,$,3.0,24,POINT (-122.3966469 37.7940455),CA,San Francisco,San Francisco,Financial District,268156,1,True,False,True,False,False,False,False,False,False,chain
Graffeo Coffee Roasting Company,['Coffee & Tea'],"(37.80133, -122.41201)",94133.0,$$,4.5,131,POINT (-122.41201 37.80133),CA,San Francisco,San Francisco,North Beach,116918,2,False,True,True,False,False,False,False,False,False,strictly_coffee
Cavalli Cafe,"['Coffee & Tea', 'Breakfast & Brunch', 'Bakeries']","(37.7991, -122.40917)",94133.0,$,4.0,367,POINT (-122.40917 37.7991),CA,San Francisco,San Francisco,North Beach,116918,1,False,False,True,True,True,False,False,False,False,bakeries
XOX Truffles,"['Chocolatiers & Shops', 'Coffee & Tea']","(37.80175, -122.41206)",94133.0,$,4.5,576,POINT (-122.41206 37.80175),CA,San Francisco,San Francisco,North Beach,116918,1,False,False,True,False,False,False,False,False,False,other
Enter The Cafe,"['Ice Cream & Frozen Yogurt', 'Coffee & Tea', 'Sandwiches']","(37.7975607, -122.4104948)",94133.0,$,4.5,79,POINT (-122.4104948 37.7975607),CA,San Francisco,San Francisco,North Beach,116918,1,False,False,True,False,False,False,False,True,False,ice_cream_and_froyo
DeLise Café,"['Coffee & Tea', 'Bakeries', 'Ice Cream & Frozen Yogurt']","(37.8056487, -122.4126805)",94133.0,$,4.0,291,POINT (-122.4126805 37.8056487),CA,San Francisco,San Francisco,North Beach,116918,1,False,False,True,False,True,False,False,True,False,ice_cream_and_froyo
Starbucks,['Coffee & Tea'],"(37.8052521501992, -122.414970477782)",94133.0,$,2.5,115,POINT (-122.414970477782 37.8052521501992),CA,San Francisco,San Francisco,North Beach,116918,1,True,True,True,False,False,False,False,False,False,chain
Cafe Francisco,"['Coffee & Tea', 'American (Traditional)', 'Wine Bars']","(37.8046999, -122.41199)",94133.0,$,3.5,230,POINT (-122.41199 37.8046999),CA,San Francisco,San Francisco,North Beach,116918,1,False,False,True,False,False,False,False,False,False,other
Tancca,"['Bubble Tea', 'Coffee & Tea']","(37.7975934681683, -122.409936524928)",94133.0,$,3.5,129,POINT (-122.409936524928 37.7975934681683),CA,San Francisco,San Francisco,North Beach,116918,1,False,False,True,False,False,False,False,False,False,other
Blue Bottle Coffee,['Coffee & Tea'],"(37.79308, -122.40487)",94108.0,$$,4.5,18,POINT (-122.40487 37.79308),CA,San Francisco,San Francisco,Chinatown,114291,2,True,True,True,False,False,False,False,False,False,chain
Coffee Bar,"['Coffee & Tea', 'Breakfast & Brunch']","(37.79204, -122.40501)",94108.0,$$,4.0,77,POINT (-122.40501 37.79204),CA,San Francisco,San Francisco,Chinatown,114291,2,False,False,True,True,False,False,False,False,False,breakfast_and_brunch
Hermanos Coffee + Juice,"['Coffee & Tea', 'Juice Bars & Smoothies', 'Breakfast & Brunch']","(37.79293, -122.4052)",94108.0,$$,4.5,43,POINT (-122.4052 37.79293),CA,San Francisco,San Francisco,Chinatown,114291,2,False,False,True,True,False,False,False,False,True,juice_and_smoothie
Foundation Cafe,"['Salad', 'Coffee & Tea', 'Sandwiches']","(37.7912729, -122.4042721)",94108.0,$$,4.0,161,POINT (-122.4042721 37.7912729),CA,San Francisco,San Francisco,Chinatown,114291,2,False,False,True,False,False,False,False,False,False,other
